district_code,category,scheme,allocated_inr_lakh,fiscal_year
KL_THRISSUR,ELECTRICITY,Revamped Distribution Sector Scheme,4734.54,2026-27
KL_THRISSUR,HEALTH,PM Ayushman Bharat Health Infra,6384.54,2026-27
KL_THRISSUR,EDUCATION,Samagra Shiksha Abhiyan,3634.54,2026-27
KL_THRISSUR,DIGITAL,BharatNet Broadband Infra,2674.54,2026-27
KL_THRISSUR,HOUSING,PM Awas Yojana,4524.54,2026-27
KL_THRISSUR,IRRIGATION,PM Krishi Sinchayee Yojana,3984.54,2026-27
KL_THRISSUR,TRANSPORT,State Rural Transport Connect,2974.54,2026-27
KL_KOLLAM,WATER_SUPPLY,Jal Jeevan Mission,3755.92,2026-27
KL_KOLLAM,SANITATION,Swachh Bharat Mission (Grameen),4325.92,2026-27
KL_KOLLAM,ROADS,PM Gram Sadak Yojana,6115.92,2026-27
KL_KOLLAM,ELECTRICITY,Revamped Distribution Sector Scheme,3085.92,2026-27
KL_KOLLAM,HEALTH,PM Ayushman Bharat Health Infra,1745.92,2026-27
KL_KOLLAM,EDUCATION,Samagra Shiksha Abhiyan,2755.92,2026-27
KL_KOLLAM,DIGITAL,BharatNet Broadband Infra,2565.92,2026-27
KL_KOLLAM,HOUSING,PM Awas Yojana,2365.92,2026-27
KL_KOLLAM,IRRIGATION,PM Krishi Sinchayee Yojana,2145.92,2026-27
KL_KOLLAM,TRANSPORT,State Rural Transport Connect,4945.92,2026-27
KL_KANNUR,WATER_SUPPLY,Jal Jeevan Mission,5285.35,2026-27
KL_KANNUR,SANITATION,Swachh Bharat Mission (Grameen),1515.35,2026-27
KL_KANNUR,ROADS,PM Gram Sadak Yojana,2565.35,2026-27
KL_KANNUR,ELECTRICITY,Revamped Distribution Sector Scheme,4625.35,2026-27
KL_KANNUR,HEALTH,PM Ayushman Bharat Health Infra,2645.35,2026-27
KL_KANNUR,EDUCATION,Samagra Shiksha Abhiyan,3815.35,2026-27
KL_KANNUR,DIGITAL,BharatNet Broadband Infra,5895.35,2026-27
KL_KANNUR,HOUSING,PM Awas Yojana,1775.35,2026-27
KL_KANNUR,IRRIGATION,PM Krishi Sinchayee Yojana,2365.35,2026-27
KL_KANNUR,TRANSPORT,State Rural Transport Connect,4505.35,2026-27
KL_ALAPPUZHA,WATER_SUPPLY,Jal Jeevan Mission,4197.51,2026-27
KL_ALAPPUZHA,SANITATION,Swachh Bharat Mission (Grameen),4147.51,2026-27
KL_ALAPPUZHA,ROADS,PM Gram Sadak Yojana,2367.51,2026-27
KL_ALAPPUZHA,ELECTRICITY,Revamped Distribution Sector Scheme,3477.51,2026-27
KL_ALAPPUZHA,HEALTH,PM Ayushman Bharat Health Infra,2547.51,2026-27
KL_ALAPPUZHA,EDUCATION,Samagra Shiksha Abhiyan,4807.51,2026-27
KL_ALAPPUZHA,DIGITAL,BharatNet Broadband Infra,1627.51,2026-27
KL_ALAPPUZHA,HOUSING,PM Awas Yojana,4527.51,2026-27
KL_ALAPPUZHA,IRRIGATION,PM Krishi Sinchayee Yojana,5807.51,2026-27
KL_ALAPPUZHA,TRANSPORT,State Rural Transport Connect,3087.51,2026-27
KL_KOTTAYAM,WATER_SUPPLY,Jal Jeevan Mission,4298.55,2026-27
KL_KOTTAYAM,SANITATION,Swachh Bharat Mission (Grameen),5208.55,2026-27
KL_KOTTAYAM,ROADS,PM Gram Sadak Yojana,3188.55,2026-27
KL_KOTTAYAM,ELECTRICITY,Revamped Distribution Sector Scheme,1398.55,2026-27
KL_KOTTAYAM,HEALTH,PM Ayushman Bharat Health Infra,3708.55,2026-27
KL_KOTTAYAM,EDUCATION,Samagra Shiksha Abhiyan,4998.55,2026-27
KL_KOTTAYAM,DIGITAL,BharatNet Broadband Infra,4628.55,2026-27
KL_KOTTAYAM,HOUSING,PM Awas Yojana,5388.55,2026-27
KL_KOTTAYAM,IRRIGATION,PM Krishi Sinchayee Yojana,2998.55,2026-27
KL_KOTTAYAM,TRANSPORT,State Rural Transport Connect,1428.55,2026-27
KL_MALAPPURAM,WATER_SUPPLY,Jal Jeevan Mission,4520.81,2026-27
KL_MALAPPURAM,SANITATION,Swachh Bharat Mission (Grameen),2450.81,2026-27
KL_MALAPPURAM,ROADS,PM Gram Sadak Yojana,4910.81,2026-27
KL_MALAPPURAM,ELECTRICITY,Revamped Distribution Sector Scheme,1940.81,2026-27
KL_MALAPPURAM,HEALTH,PM Ayushman Bharat Health Infra,2840.81,2026-27
KL_MALAPPURAM,EDUCATION,Samagra Shiksha Abhiyan,3800.81,2026-27
KL_MALAPPURAM,DIGITAL,BharatNet Broadband Infra,2620.81,2026-27
KL_MALAPPURAM,HOUSING,PM Awas Yojana,4430.81,2026-27
KL_MALAPPURAM,IRRIGATION,PM Krishi Sinchayee Yojana,3710.81,2026-27
KL_MALAPPURAM,TRANSPORT,State Rural Transport Connect,5060.81,2026-27
KL_PALAKKAD,WATER_SUPPLY,Jal Jeevan Mission,2344.47,2026-27
KL_PALAKKAD,SANITATION,Swachh Bharat Mission (Grameen),3184.47,2026-27
KL_PALAKKAD,ROADS,PM Gram Sadak Yojana,4384.47,2026-27
KL_PALAKKAD,ELECTRICITY,Revamped Distribution Sector Scheme,4394.47,2026-27
KL_PALAKKAD,HEALTH,PM Ayushman Bharat Health Infra,3314.47,2026-27
KL_PALAKKAD,EDUCATION,Samagra Shiksha Abhiyan,2514.47,2026-27
KL_PALAKKAD,DIGITAL,BharatNet Broadband Infra,3884.47,2026-27
KL_PALAKKAD,HOUSING,PM Awas Yojana,5354.47,2026-27
KL_PALAKKAD,IRRIGATION,PM Krishi Sinchayee Yojana,2714.47,2026-27
KL_PALAKKAD,TRANSPORT,State Rural Transport Connect,2924.47,2026-27
KL_WAYANAD,WATER_SUPPLY,Jal Jeevan Mission,4757.84,2026-27
KL_WAYANAD,SANITATION,Swachh Bharat Mission (Grameen),4647.84,2026-27
KL_WAYANAD,ROADS,PM Gram Sadak Yojana,5337.84,2026-27
KL_WAYANAD,ELECTRICITY,Revamped Distribution Sector Scheme,2707.84,2026-27
KL_WAYANAD,HEALTH,PM Ayushman Bharat Health Infra,1837.84,2026-27
KL_WAYANAD,EDUCATION,Samagra Shiksha Abhiyan,2137.84,2026-27
KL_WAYANAD,DIGITAL,BharatNet Broadband Infra,5047.84,2026-27
KL_WAYANAD,HOUSING,PM Awas Yojana,2727.84,2026-27
KL_WAYANAD,IRRIGATION,PM Krishi Sinchayee Yojana,1117.84,2026-27
KL_WAYANAD,TRANSPORT,State Rural Transport Connect,647.84,2026-27
KL_KASARAGOD,WATER_SUPPLY,Jal Jeevan Mission,5418.32,2026-27
KL_KASARAGOD,SANITATION,Swachh Bharat Mission (Grameen),3818.32,2026-27
KL_KASARAGOD,ROADS,PM Gram Sadak Yojana,1688.32,2026-27
KL_KASARAGOD,ELECTRICITY,Revamped Distribution Sector Scheme,1668.32,2026-27
KL_KASARAGOD,HEALTH,PM Ayushman Bharat Health Infra,968.32,2026-27
KL_KASARAGOD,EDUCATION,Samagra Shiksha Abhiyan,5308.32,2026-27
KL_KASARAGOD,DIGITAL,BharatNet Broadband Infra,1498.32,2026-27
KL_KASARAGOD,HOUSING,PM Awas Yojana,4478.32,2026-27
KL_KASARAGOD,IRRIGATION,PM Krishi Sinchayee Yojana,4808.32,2026-27
KL_KASARAGOD,TRANSPORT,State Rural Transport Connect,2518.32,2026-27
KL_PATHANAMTHITTA,WATER_SUPPLY,Jal Jeevan Mission,1328.84,2026-27
KL_PATHANAMTHITTA,SANITATION,Swachh Bharat Mission (Grameen),1058.84,2026-27
KL_PATHANAMTHITTA,ROADS,PM Gram Sadak Yojana,1948.84,2026-27
KL_PATHANAMTHITTA,ELECTRICITY,Revamped Distribution Sector Scheme,3928.84,2026-27
KL_PATHANAMTHITTA,HEALTH,PM Ayushman Bharat Health Infra,2028.84,2026-27
KL_PATHANAMTHITTA,EDUCATION,Samagra Shiksha Abhiyan,598.84,2026-27
KL_PATHANAMTHITTA,DIGITAL,BharatNet Broadband Infra,1798.84,2026-27
KL_PATHANAMTHITTA,HOUSING,PM Awas Yojana,4118.84,2026-27
KL_PATHANAMTHITTA,IRRIGATION,PM Krishi Sinchayee Yojana,588.84,2026-27
KL_PATHANAMTHITTA,TRANSPORT,State Rural Transport Connect,4368.84,2026-27
KL_IDUKKI,WATER_SUPPLY,Jal Jeevan Mission,2489.04,2026-27
KL_IDUKKI,SANITATION,Swachh Bharat Mission (Grameen),2039.04,2026-27
KL_IDUKKI,ROADS,PM Gram Sadak Yojana,1319.04,2026-27
KL_IDUKKI,ELECTRICITY,Revamped Distribution Sector Scheme,3769.04,2026-27
KL_IDUKKI,HEALTH,PM Ayushman Bharat Health Infra,919.04,2026-27
KL_IDUKKI,EDUCATION,Samagra Shiksha Abhiyan,2479.04,2026-27
KL_IDUKKI,DIGITAL,BharatNet Broadband Infra,4889.04,2026-27
KL_IDUKKI,HOUSING,PM Awas Yojana,2509.04,2026-27
KL_IDUKKI,IRRIGATION,PM Krishi Sinchayee Yojana,4559.04,2026-27
KL_IDUKKI,TRANSPORT,State Rural Transport Connect,2479.04,2026-27
MH_MUMBAI_CITY,WATER_SUPPLY,Jal Jeevan Mission,6308.43,2026-27
MH_MUMBAI_CITY,SANITATION,Swachh Bharat Mission (Grameen),4758.43,2026-27
MH_MUMBAI_CITY,ROADS,PM Gram Sadak Yojana,4218.43,2026-27
MH_MUMBAI_CITY,ELECTRICITY,Revamped Distribution Sector Scheme,3938.43,2026-27
MH_MUMBAI_CITY,HEALTH,PM Ayushman Bharat Health Infra,4418.43,2026-27
MH_MUMBAI_CITY,EDUCATION,Samagra Shiksha Abhiyan,4378.43,2026-27
MH_MUMBAI_CITY,DIGITAL,BharatNet Broadband Infra,5938.43,2026-27
MH_MUMBAI_CITY,HOUSING,PM Awas Yojana,2858.43,2026-27
MH_MUMBAI_CITY,IRRIGATION,PM Krishi Sinchayee Yojana,5258.43,2026-27
MH_MUMBAI_CITY,TRANSPORT,State Rural Transport Connect,3168.43,2026-27
MH_MUMBAI_SUB,WATER_SUPPLY,Jal Jeevan Mission,4720.63,2026-27
MH_MUMBAI_SUB,SANITATION,Swachh Bharat Mission (Grameen),6690.63,2026-27
MH_MUMBAI_SUB,ROADS,PM Gram Sadak Yojana,5180.63,2026-27
MH_MUMBAI_SUB,ELECTRICITY,Revamped Distribution Sector Scheme,5820.63,2026-27
MH_MUMBAI_SUB,HEALTH,PM Ayushman Bharat Health Infra,9190.63,2026-27
MH_MUMBAI_SUB,EDUCATION,Samagra Shiksha Abhiyan,4700.63,2026-27
MH_MUMBAI_SUB,DIGITAL,BharatNet Broadband Infra,8250.63,2026-27
MH_MUMBAI_SUB,HOUSING,PM Awas Yojana,6960.63,2026-27
MH_MUMBAI_SUB,IRRIGATION,PM Krishi Sinchayee Yojana,5110.63,2026-27
MH_MUMBAI_SUB,TRANSPORT,State Rural Transport Connect,5000.63,2026-27
MH_PUNE,WATER_SUPPLY,Jal Jeevan Mission,7673.23,2026-27
MH_PUNE,SANITATION,Swachh Bharat Mission (Grameen),5553.23,2026-27
MH_PUNE,ROADS,PM Gram Sadak Yojana,8473.23,2026-27
MH_PUNE,ELECTRICITY,Revamped Distribution Sector Scheme,4853.23,2026-27
MH_PUNE,HEALTH,PM Ayushman Bharat Health Infra,8033.23,2026-27
MH_PUNE,EDUCATION,Samagra Shiksha Abhiyan,5203.23,2026-27
MH_PUNE,DIGITAL,BharatNet Broadband Infra,4893.23,2026-27
MH_PUNE,HOUSING,PM Awas Yojana,6683.23,2026-27
MH_PUNE,IRRIGATION,PM Krishi Sinchayee Yojana,8723.23,2026-27
MH_PUNE,TRANSPORT,State Rural Transport Connect,6493.23,2026-27
MH_THANE,WATER_SUPPLY,Jal Jeevan Mission,7327.07,2026-27
MH_THANE,SANITATION,Swachh Bharat Mission (Grameen),9297.07,2026-27
MH_THANE,ROADS,PM Gram Sadak Yojana,9917.07,2026-27
MH_THANE,ELECTRICITY,Revamped Distribution Sector Scheme,8827.07,2026-27
MH_THANE,HEALTH,PM Ayushman Bharat Health Infra,7097.07,2026-27
MH_THANE,EDUCATION,Samagra Shiksha Abhiyan,5617.07,2026-27
MH_THANE,DIGITAL,BharatNet Broadband Infra,5447.07,2026-27
MH_THANE,HOUSING,PM Awas Yojana,9477.07,2026-27
MH_THANE,IRRIGATION,PM Krishi Sinchayee Yojana,9377.07,2026-27
MH_THANE,TRANSPORT,State Rural Transport Connect,6837.07,2026-27
MH_NAGPUR,WATER_SUPPLY,Jal Jeevan Mission,6024.11,2026-27
MH_NAGPUR,SANITATION,Swachh Bharat Mission (Grameen),6724.11,2026-27
MH_NAGPUR,ROADS,PM Gram Sadak Yojana,5894.11,2026-27
MH_NAGPUR,ELECTRICITY,Revamped Distribution Sector Scheme,5974.11,2026-27
MH_NAGPUR,HEALTH,PM Ayushman Bharat Health Infra,4164.11,2026-27
MH_NAGPUR,EDUCATION,Samagra Shiksha Abhiyan,3584.11,2026-27
MH_NAGPUR,DIGITAL,BharatNet Broadband Infra,2664.11,2026-27
MH_NAGPUR,HOUSING,PM Awas Yojana,6194.11,2026-27
MH_NAGPUR,IRRIGATION,PM Krishi Sinchayee Yojana,3394.11,2026-27
MH_NAGPUR,TRANSPORT,State Rural Transport Connect,6134.11,2026-27
MH_NASHIK,WATER_SUPPLY,Jal Jeevan Mission,5838.23,2026-27
MH_NASHIK,SANITATION,Swachh Bharat Mission (Grameen),4798.23,2026-27
MH_NASHIK,ROADS,PM Gram Sadak Yojana,4188.23,2026-27
MH_NASHIK,ELECTRICITY,Revamped Distribution Sector Scheme,6558.23,2026-27
MH_NASHIK,HEALTH,PM Ayushman Bharat Health Infra,4558.23,2026-27
MH_NASHIK,EDUCATION,Samagra Shiksha Abhiyan,5958.23,2026-27
MH_NASHIK,DIGITAL,BharatNet Broadband Infra,7108.23,2026-27
MH_NASHIK,HOUSING,PM Awas Yojana,7548.23,2026-27
MH_NASHIK,IRRIGATION,PM Krishi Sinchayee Yojana,7408.23,2026-27
MH_NASHIK,TRANSPORT,State Rural Transport Connect,7038.23,2026-27
MH_RAIGAD,WATER_SUPPLY,Jal Jeevan Mission,4495.39,2026-27
MH_RAIGAD,SANITATION,Swachh Bharat Mission (Grameen),4095.39,2026-27
MH_RAIGAD,ROADS,PM Gram Sadak Yojana,1845.39,2026-27
MH_RAIGAD,ELECTRICITY,Revamped Distribution Sector Scheme,1185.39,2026-27
MH_RAIGAD,HEALTH,PM Ayushman Bharat Health Infra,3125.39,2026-27
MH_RAIGAD,EDUCATION,Samagra Shiksha Abhiyan,3285.39,2026-27
MH_RAIGAD,DIGITAL,BharatNet Broadband Infra,4315.39,2026-27
MH_RAIGAD,HOUSING,PM Awas Yojana,3855.39,2026-27
MH_RAIGAD,IRRIGATION,PM Krishi Sinchayee Yojana,1425.39,2026-27
MH_RAIGAD,TRANSPORT,State Rural Transport Connect,3235.39,2026-27
MH_AURANGABAD,WATER_SUPPLY,Jal Jeevan Mission,6045.58,2026-27
MH_AURANGABAD,SANITATION,Swachh Bharat Mission (Grameen),6255.58,2026-27
MH_AURANGABAD,ROADS,PM Gram Sadak Yojana,5845.58,2026-27
MH_AURANGABAD,ELECTRICITY,Revamped Distribution Sector Scheme,1825.58,2026-27
MH_AURANGABAD,HEALTH,PM Ayushman Bharat Health Infra,3625.58,2026-27
MH_AURANGABAD,EDUCATION,Samagra Shiksha Abhiyan,3695.58,2026-27
MH_AURANGABAD,DIGITAL,BharatNet Broadband Infra,5485.58,2026-27
MH_AURANGABAD,HOUSING,PM Awas Yojana,3975.58,2026-27
MH_AURANGABAD,IRRIGATION,PM Krishi Sinchayee Yojana,2785.58,2026-27
MH_AURANGABAD,TRANSPORT,State Rural Transport Connect,3545.58,2026-27
MH_SOLAPUR,WATER_SUPPLY,Jal Jeevan Mission,3922.99,2026-27
MH_SOLAPUR,SANITATION,Swachh Bharat Mission (Grameen),4012.99,2026-27
MH_SOLAPUR,ROADS,PM Gram Sadak Yojana,3112.99,2026-27
MH_SOLAPUR,ELECTRICITY,Revamped Distribution Sector Scheme,5222.99,2026-27
MH_SOLAPUR,HEALTH,PM Ayushman Bharat Health Infra,6182.99,2026-27
MH_SOLAPUR,EDUCATION,Samagra Shiksha Abhiyan,6922.99,2026-27
MH_SOLAPUR,DIGITAL,BharatNet Broadband Infra,5092.99,2026-27
MH_SOLAPUR,HOUSING,PM Awas Yojana,6622.99,2026-27
MH_SOLAPUR,IRRIGATION,PM Krishi Sinchayee Yojana,3882.99,2026-27
MH_SOLAPUR,TRANSPORT,State Rural Transport Connect,3292.99,2026-27
MH_KOLHAPUR,WATER_SUPPLY,Jal Jeevan Mission,4804.2,2026-27
MH_KOLHAPUR,SANITATION,Swachh Bharat Mission (Grameen),5364.2,2026-27
MH_KOLHAPUR,ROADS,PM Gram Sadak Yojana,2724.2,2026-27
MH_KOLHAPUR,ELECTRICITY,Revamped Distribution Sector Scheme,4014.2,2026-27
MH_KOLHAPUR,HEALTH,PM Ayushman Bharat Health Infra,2344.2,2026-27
MH_KOLHAPUR,EDUCATION,Samagra Shiksha Abhiyan,2544.2,2026-27
MH_KOLHAPUR,DIGITAL,BharatNet Broadband Infra,2854.2,2026-27
MH_KOLHAPUR,HOUSING,PM Awas Yojana,3534.2,2026-27
MH_KOLHAPUR,IRRIGATION,PM Krishi Sinchayee Yojana,5094.2,2026-27
MH_KOLHAPUR,TRANSPORT,State Rural Transport Connect,3074.2,2026-27
MH_AMRAVATI,WATER_SUPPLY,Jal Jeevan Mission,5539.8,2026-27
MH_AMRAVATI,SANITATION,Swachh Bharat Mission (Grameen),3389.8,2026-27
MH_AMRAVATI,ROADS,PM Gram Sadak Yojana,2659.8,2026-27
MH_AMRAVATI,ELECTRICITY,Revamped Distribution Sector Scheme,2419.8,2026-27
MH_AMRAVATI,HEALTH,PM Ayushman Bharat Health Infra,3899.8,2026-27
MH_AMRAVATI,EDUCATION,Samagra Shiksha Abhiyan,6059.8,2026-27
MH_AMRAVATI,DIGITAL,BharatNet Broadband Infra,5379.8,2026-27
MH_AMRAVATI,HOUSING,PM Awas Yojana,6029.8,2026-27
MH_AMRAVATI,IRRIGATION,PM Krishi Sinchayee Yojana,4299.8,2026-27
MH_AMRAVATI,TRANSPORT,State Rural Transport Connect,3589.8,2026-27
MH_NANDED,WATER_SUPPLY,Jal Jeevan Mission,3022.58,2026-27
MH_NANDED,SANITATION,Swachh Bharat Mission (Grameen),6502.58,2026-27
MH_NANDED,ROADS,PM Gram Sadak Yojana,2882.58,2026-27
MH_NANDED,ELECTRICITY,Revamped Distribution Sector Scheme,5322.58,2026-27
MH_NANDED,HEALTH,PM Ayushman Bharat Health Infra,3212.58,2026-27
MH_NANDED,EDUCATION,Samagra Shiksha Abhiyan,1562.58,2026-27
MH_NANDED,DIGITAL,BharatNet Broadband Infra,6262.58,2026-27
MH_NANDED,HOUSING,PM Awas Yojana,1862.58,2026-27
MH_NANDED,IRRIGATION,PM Krishi Sinchayee Yojana,2802.58,2026-27
MH_NANDED,TRANSPORT,State Rural Transport Connect,4232.58,2026-27
MH_SANGLI,WATER_SUPPLY,Jal Jeevan Mission,1279.96,2026-27
MH_SANGLI,SANITATION,Swachh Bharat Mission (Grameen),5939.96,2026-27
MH_SANGLI,ROADS,PM Gram Sadak Yojana,4599.96,2026-27
MH_SANGLI,ELECTRICITY,Revamped Distribution Sector Scheme,3729.96,2026-27
MH_SANGLI,HEALTH,PM Ayushman Bharat Health Infra,1649.96,2026-27
MH_SANGLI,EDUCATION,Samagra Shiksha Abhiyan,6089.96,2026-27
MH_SANGLI,DIGITAL,BharatNet Broadband Infra,4829.96,2026-27
MH_SANGLI,HOUSING,PM Awas Yojana,6189.96,2026-27
MH_SANGLI,IRRIGATION,PM Krishi Sinchayee Yojana,1629.96,2026-27
MH_SANGLI,TRANSPORT,State Rural Transport Connect,1729.96,2026-27
MH_JALGAON,WATER_SUPPLY,Jal Jeevan Mission,5733.46,2026-27
MH_JALGAON,SANITATION,Swachh Bharat Mission (Grameen),3453.46,2026-27
MH_JALGAON,ROADS,PM Gram Sadak Yojana,2703.46,2026-27
MH_JALGAON,ELECTRICITY,Revamped Distribution Sector Scheme,4323.46,2026-27
MH_JALGAON,HEALTH,PM Ayushman Bharat Health Infra,5033.46,2026-27
MH_JALGAON,EDUCATION,Samagra Shiksha Abhiyan,4693.46,2026-27
MH_JALGAON,DIGITAL,BharatNet Broadband Infra,4323.46,2026-27
MH_JALGAON,HOUSING,PM Awas Yojana,6593.46,2026-27
MH_JALGAON,IRRIGATION,PM Krishi Sinchayee Yojana,2653.46,2026-27
MH_JALGAON,TRANSPORT,State Rural Transport Connect,2143.46,2026-27
MH_AKOLA,WATER_SUPPLY,Jal Jeevan Mission,3266.26,2026-27
MH_AKOLA,SANITATION,Swachh Bharat Mission (Grameen),1756.26,2026-27
MH_AKOLA,ROADS,PM Gram Sadak Yojana,3046.26,2026-27
MH_AKOLA,ELECTRICITY,Revamped Distribution Sector Scheme,4336.26,2026-27
MH_AKOLA,HEALTH,PM Ayushman Bharat Health Infra,2816.26,2026-27
MH_AKOLA,EDUCATION,Samagra Shiksha Abhiyan,3866.26,2026-27
MH_AKOLA,DIGITAL,BharatNet Broadband Infra,5596.26,2026-27
MH_AKOLA,HOUSING,PM Awas Yojana,2956.26,2026-27
MH_AKOLA,IRRIGATION,PM Krishi Sinchayee Yojana,4906.26,2026-27
MH_AKOLA,TRANSPORT,State Rural Transport Connect,5746.26,2026-27
MH_LATUR,WATER_SUPPLY,Jal Jeevan Mission,2434.99,2026-27
MH_LATUR,SANITATION,Swachh Bharat Mission (Grameen),5664.99,2026-27
MH_LATUR,ROADS,PM Gram Sadak Yojana,2654.99,2026-27
MH_LATUR,ELECTRICITY,Revamped Distribution Sector Scheme,2034.99,2026-27
MH_LATUR,HEALTH,PM Ayushman Bharat Health Infra,1684.99,2026-27
MH_LATUR,EDUCATION,Samagra Shiksha Abhiyan,3864.99,2026-27
MH_LATUR,DIGITAL,BharatNet Broadband Infra,3084.99,2026-27
MH_LATUR,HOUSING,PM Awas Yojana,5094.99,2026-27
MH_LATUR,IRRIGATION,PM Krishi Sinchayee Yojana,3884.99,2026-27
MH_LATUR,TRANSPORT,State Rural Transport Connect,5254.99,2026-27
MH_DHULE,WATER_SUPPLY,Jal Jeevan Mission,3352.89,2026-27
MH_DHULE,SANITATION,Swachh Bharat Mission (Grameen),5202.89,2026-27
MH_DHULE,ROADS,PM Gram Sadak Yojana,1022.89,2026-27
MH_DHULE,ELECTRICITY,Revamped Distribution Sector Scheme,3012.89,2026-27
MH_DHULE,HEALTH,PM Ayushman Bharat Health Infra,3152.89,2026-27
MH_DHULE,EDUCATION,Samagra Shiksha Abhiyan,2432.89,2026-27
MH_DHULE,DIGITAL,BharatNet Broadband Infra,3232.89,2026-27
MH_DHULE,HOUSING,PM Awas Yojana,4372.89,2026-27
MH_DHULE,IRRIGATION,PM Krishi Sinchayee Yojana,1962.89,2026-27
MH_DHULE,TRANSPORT,State Rural Transport Connect,1842.89,2026-27
MH_AHMEDNAGAR,WATER_SUPPLY,Jal Jeevan Mission,5574.42,2026-27
MH_AHMEDNAGAR,SANITATION,Swachh Bharat Mission (Grameen),3344.42,2026-27
MH_AHMEDNAGAR,ROADS,PM Gram Sadak Yojana,3154.42,2026-27
MH_AHMEDNAGAR,ELECTRICITY,Revamped Distribution Sector Scheme,6244.42,2026-27
MH_AHMEDNAGAR,HEALTH,PM Ayushman Bharat Health Infra,4384.42,2026-27
MH_AHMEDNAGAR,EDUCATION,Samagra Shiksha Abhiyan,2304.42,2026-27
MH_AHMEDNAGAR,DIGITAL,BharatNet Broadband Infra,3484.42,2026-27
MH_AHMEDNAGAR,HOUSING,PM Awas Yojana,4704.42,2026-27
MH_AHMEDNAGAR,IRRIGATION,PM Krishi Sinchayee Yojana,2464.42,2026-27
MH_AHMEDNAGAR,TRANSPORT,State Rural Transport Connect,6054.42,2026-27
MH_CHANDRAPUR,WATER_SUPPLY,Jal Jeevan Mission,3011.94,2026-27
MH_CHANDRAPUR,SANITATION,Swachh Bharat Mission (Grameen),1131.94,2026-27
MH_CHANDRAPUR,ROADS,PM Gram Sadak Yojana,5101.94,2026-27
MH_CHANDRAPUR,ELECTRICITY,Revamped Distribution Sector Scheme,5701.94,2026-27
MH_CHANDRAPUR,HEALTH,PM Ayushman Bharat Health Infra,2791.94,2026-27
MH_CHANDRAPUR,EDUCATION,Samagra Shiksha Abhiyan,1411.94,2026-27
MH_CHANDRAPUR,DIGITAL,BharatNet Broadband Infra,3261.94,2026-27
MH_CHANDRAPUR,HOUSING,PM Awas Yojana,4151.94,2026-27
MH_CHANDRAPUR,IRRIGATION,PM Krishi Sinchayee Yojana,1221.94,2026-27
MH_CHANDRAPUR,TRANSPORT,State Rural Transport Connect,1331.94,2026-27
MH_NANDURBAR,WATER_SUPPLY,Jal Jeevan Mission,5541.73,2026-27
MH_NANDURBAR,SANITATION,Swachh Bharat Mission (Grameen),4991.73,2026-27
MH_NANDURBAR,ROADS,PM Gram Sadak Yojana,5341.73,2026-27
MH_NANDURBAR,ELECTRICITY,Revamped Distribution Sector Scheme,5531.73,2026-27
MH_NANDURBAR,HEALTH,PM Ayushman Bharat Health Infra,3291.73,2026-27
MH_NANDURBAR,EDUCATION,Samagra Shiksha Abhiyan,1211.73,2026-27
MH_NANDURBAR,DIGITAL,BharatNet Broadband Infra,3761.73,2026-27
MH_NANDURBAR,HOUSING,PM Awas Yojana,4051.73,2026-27
MH_NANDURBAR,IRRIGATION,PM Krishi Sinchayee Yojana,2781.73,2026-27
MH_NANDURBAR,TRANSPORT,State Rural Transport Connect,1861.73,2026-27
MH_GADCHIROLI,WATER_SUPPLY,Jal Jeevan Mission,5022.82,2026-27
MH_GADCHIROLI,SANITATION,Swachh Bharat Mission (Grameen),1852.82,2026-27
MH_GADCHIROLI,ROADS,PM Gram Sadak Yojana,3042.82,2026-27
MH_GADCHIROLI,ELECTRICITY,Revamped Distribution Sector Scheme,3652.82,2026-27
MH_GADCHIROLI,HEALTH,PM Ayushman Bharat Health Infra,2512.82,2026-27
MH_GADCHIROLI,EDUCATION,Samagra Shiksha Abhiyan,3322.82,2026-27
MH_GADCHIROLI,DIGITAL,BharatNet Broadband Infra,3542.82,2026-27
MH_GADCHIROLI,HOUSING,PM Awas Yojana,2152.82,2026-27
MH_GADCHIROLI,IRRIGATION,PM Krishi Sinchayee Yojana,2392.82,2026-27
MH_GADCHIROLI,TRANSPORT,State Rural Transport Connect,1742.82,2026-27
MH_OSMANABAD,WATER_SUPPLY,Jal Jeevan Mission,3125.91,2026-27
MH_OSMANABAD,SANITATION,Swachh Bharat Mission (Grameen),4535.91,2026-27
MH_OSMANABAD,ROADS,PM Gram Sadak Yojana,4905.91,2026-27
MH_OSMANABAD,ELECTRICITY,Revamped Distribution Sector Scheme,2585.91,2026-27
MH_OSMANABAD,HEALTH,PM Ayushman Bharat Health Infra,1325.91,2026-27
MH_OSMANABAD,EDUCATION,Samagra Shiksha Abhiyan,4555.91,2026-27
MH_OSMANABAD,DIGITAL,BharatNet Broadband Infra,985.91,2026-27
MH_OSMANABAD,HOUSING,PM Awas Yojana,1205.91,2026-27
MH_OSMANABAD,IRRIGATION,PM Krishi Sinchayee Yojana,1885.91,2026-27
MH_OSMANABAD,TRANSPORT,State Rural Transport Connect,1925.91,2026-27
MH_PALGHAR,WATER_SUPPLY,Jal Jeevan Mission,2715.55,2026-27
MH_PALGHAR,SANITATION,Swachh Bharat Mission (Grameen),5635.55,2026-27
MH_PALGHAR,ROADS,PM Gram Sadak Yojana,4385.55,2026-27
